"idviv","idhogar","idindivsp","isla","isla3","c_nuts4","urb_rur","tper","tama_hogar","num_adultos","tipo_hogar","ing_hog","edif","nhabit","superf","problem_luz","problem_got","problem_humed","problem_suc","problem_olor","problem_ruina","problem_def","tenencia","gasto_tenencia","tv","tva","tvb","tvc","tvd","tve","tlf_fijo","ordenador","ordenador_no","nordenador_a","nordenador_b","nordenador_c","internet","internet_noa","internet_nob","internet_noc","internet_nod","internet_noe","internet_nof","econo_sub1","econo_sub2","econo_sub3a","econo_sub3b","econo_sub3c","econo_sub3d","econo_sub3e","econo_sub3f","econo_sub3g","econo_sub3h","econo_sub3i","econo_sub3j","econo1a","econo1b","econo1c","econo1d","econo2a","econo2b","econo2c","econo2d","econo3","econo3a","econo4","econo4a","sexosp","edadsp","ecivilsp","naciodsp","extranjsp","lnacsp","cod_lnacsp","resIBsp","estudiossp","actividadsp","ingresos_1asp","ingresos_1bsp","ingresos_1csp","ingresos_1dsp","ingresos_1esp","ingresos_1fsp","ingresos_2asp","ingresos_2bsp","ingresos_2csp","ingresos_2dsp","ingresos_2esp","ingresos_2fsp","factor_h"
"101_00504","101005041","10100504102","1","1","040701","1",4,"4",2,"04","04","2",5,160,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","2","2","0","1","-1","-1","-1","-1","-1","-1","3",1600,"6","6","6","6","6","6","6","6","6","6","6","1","6","6","-1","1","-1","-1","6","-1","6","-1","1",41,"2","1","-1","1","-1","-1","03","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",35.728057241
"101_00505","101005051","10100505101","1","1","040701","1",2,"2",2,"07","04","2",5,120,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","6","6","6","1","6","3",1700,"6","6","6","6","6","1","6","6","6","6","1","6","6","6","2","-1","-1","-1","6","-1","6","-1","1",69,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",40.619675397
"101_00517","101005171","10100517101","1","1","040701","1",3,"3",3,"05","-8","2",4,100,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","1","6","3",1400,"6","6","6","6","6","1","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",72,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","-8","-1","-1","-1",33.887585559
"101_00518","1010051811","101005181101","1","1","040701","1",3,"3",3,"99","-8","2",4,80,"6","6","6","6","6","6","6","1","03","1","1","6","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",1700,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",71,"3","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","2","-1","-1","-1",50.617981949
"101_00523","101005231","10100523101","1","1","040701","1",2,"2",2,"06","04","2",5,110,"6","1","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","0","1","0","6","6","1","6","6","6","6","3",1700,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",62,"2","1","-1","2","7","42","03","1","6","1","6","6","6","6","-1","-8","-1","-1","-1","-1",40.619675397
"101_00526","101005261","10100526101","1","1","040701","1",2,"2",2,"07","04","2",4,100,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","6","6","1","-1","-1","-1","6","6","1","6","6","1","6","4",1700,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",70,"2","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","4","-1","-1","-1",46.021273054
"101_00529","101005291","10100529102","1","1","040701","1",2,"2",2,"09","-8","2",5,120,"6","6","6","6","6","6","6","2","-1","1","1","6","6","1","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","3",1700,"6","6","6","6","6","1","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",62,"3","1","-1","1","-1","-1","06","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",72.65140205
"101_00532","101005321","10100532101","1","1","040701","1",1,"1",1,"02","02","2",5,80,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","1","6","3",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",80,"3","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",105.94095042
"101_00535","101005351","10100535101","1","1","040701","1",4,"4",2,"04","-8","2",7,180,"6","6","6","6","6","6","6","1","03","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",1900,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",47,"2","1","-1","1","-1","-1","03","1","6","1","6","6","6","6","-1","-8","-1","-1","-1","-1",50.864442525
"101_00538","101005381","10100538101","1","1","040701","1",2,"2",2,"07","02","2",4,80,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","6","6","1","-1","-1","-1","6","6","1","6","6","1","6","3",1300,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",90,"2","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",60.497559352
"101_00601","101006011","10100601101","1","1","040701","1",2,"2",2,"07","02","2",5,90,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","3",1900,"6","6","6","6","6","1","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",72,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",46.021273054
"101_00602","101006021","10100602101","1","1","040701","1",3,"3",2,"03","05","2",5,105,"6","6","6","6","6","6","6","1","03","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",1900,"6","6","6","6","6","6","6","6","6","6","1","6","6","6","5","-1","-1","-1","6","-1","6","-1","1",43,"2","1","-1","1","-1","-1","08","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",84.348746138
"101_00605","101006051","10100605101","1","1","040701","1",3,"3",3,"99","05","1",4,120,"6","6","6","6","6","6","6","2","-1","6","-1","-1","-1","-1","-1","1","1","-1","0","3","0","1","-1","-1","-1","-1","-1","-1","3",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",54,"1","1","-1","1","-1","-1","08","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",142.85730521
"101_00607","101006071","10100607101","1","1","040701","1",1,"1",1,"02","04","2",7,250,"6","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","1","6","4",1500,"6","6","6","6","6","1","6","1","6","1","1","6","1","6","-8","-1","-8","-1","6","-1","6","-1","1",83,"2","1","-1","1","-1","-1","08","3","6","6","1","6","6","6","-1","-1","5","-1","-1","-1",152.07880307
"101_00608","101006081","10100608101","1","1","040701","1",2,"2",2,"06","04","2",4,80,"6","6","6","6","6","6","6","1","03","1","1","6","6","6","6","6","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","2",2000,"1","6","6","6","6","6","6","1","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",40,"2","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",56.15130189
"101_00609","101006091","10100609101","1","1","040701","1",5,"5",3,"11","04","1",5,95,"6","6","6","6","6","6","6","1","05","1","1","6","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","1","6","1","6","1","1","6","6","6","-8","-1","-1","-1","6","-1","6","-1","1",39,"2","3","340","3","340","10","03","1","6","1","6","6","6","6","-1","-8","-1","-1","-1","-1",22.375633488
"101_00612","101006121","10100612101","1","1","040701","1",6,"5",4,"99","-8","1",8,320,"6","6","6","6","6","6","6","1","-8","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","6","6","6","6","1","3",2000,"6","6","6","6","6","1","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",31,"2","1","-1","1","-1","-1","03","2","6","6","6","6","1","6","-1","-1","-1","-1","-8","-1",223.16190687
"101_00614","101006141","10100614101","1","1","040701","1",2,"2",2,"07","04","2",6,120,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","1","6","3",1800,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",73,"2","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",46.021273054
"101_00615","101006151","10100615101","1","1","040701","1",1,"1",1,"01","03","1",2,55,"1","1","6","6","6","6","6","1","03","1","1","6","6","6","6","6","6","1","-1","-1","-1","6","6","1","6","6","6","1","3",1700,"6","6","6","6","6","1","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",41,"4","1","-1","2","7","40","03","2","6","6","6","6","1","6","-1","-1","-1","-1","4","-1",113.99393902
"101_00616","101006161","10100616101","1","1","040701","1",3,"3",2,"03","-8","2",6,100,"6","6","6","6","6","6","6","3","03","1","6","6","6","1","6","1","1","-1","1","2","0","1","-1","-1","-1","-1","-1","-1","3",1900,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",43,"2","1","-1","1","-1","-1","07","1","6","1","6","6","6","6","-1","-8","-1","-1","-1","-1",151.41478333
"101_00617","101006171","10100617101","1","1","040701","1",2,"2",2,"07","04","2",5,100,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","4",1900,"6","6","6","6","6","1","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",74,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","-8","-1","-1","-1",60.497559352
"101_00618","101006181","10100618101","1","1","040701","1",1,"1",1,"01","02","2",3,80,"6","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","3",1200,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",52,"1","1","-1","1","-1","-1","04","2","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",188.67782193
"101_00620","101006201","10100620101","1","1","040701","1",4,"4",4,"05","-8","2",5,100,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","2",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",69,"2","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",62.512120699
"101_00621","101006211","10100621101","1","1","040701","1",1,"1",1,"01","03","2",5,127,"6","1","6","6","6","6","6","3","03","1","1","6","6","1","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",1500,"1","6","6","6","6","1","6","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",47,"1","1","-1","1","-1","-1","04","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",175.20369893
"101_00623","101006231","10100623101","1","1","040701","1",4,"4",3,"11","-8","1",5,200,"6","6","6","6","6","6","6","1","04","1","1","6","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","3",2000,"1","6","6","6","6","1","6","6","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",48,"1","1","-1","1","-1","-1","05","1","1","6","6","6","6","6","-8","-1","-1","-1","-1","-1",86.396426852
"101_00627","101006271","10100627101","1","1","040701","1",4,"4",3,"11","05","1",5,150,"6","6","6","6","6","6","6","1","03","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",1900,"6","6","6","6","6","1","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",44,"2","1","-1","1","-1","-1","03","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",90.36199266
"101_00628","101006281","10100628101","1","1","040701","1",2,"2",2,"06","04","1",5,120,"6","6","6","6","6","6","6","1","04","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",2500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",43,"2","1","-1","2","11","40","03","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",91.675443815
"101_00704","1010070411","101007041101","1","1","040701","1",4,"4",2,"04","-8","2",5,250,"6","6","6","6","6","6","6","1","-8","1","1","6","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","4",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",44,"2","3","125","3","125","9","08","1","6","1","6","6","6","6","-1","-8","-1","-1","-1","-1",7.6192857143
"101_00709","101007091","10100709101","1","1","040701","1",1,"1",1,"01","04","2",3,80,"6","6","6","6","6","6","6","4","-8","1","1","6","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","3",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",30,"1","1","-1","1","-1","-1","08","1","1","6","6","6","6","6","5","-1","-1","-1","-1","-1",155.47798217
"101_00711","101007111","10100711101","1","1","040701","1",4,"4",2,"04","04","2",5,220,"6","6","6","6","6","6","6","1","03","1","1","6","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","2",2500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",37,"2","1","-1","1","-1","-1","06","2","6","6","6","6","1","6","-1","-1","-1","-1","4","-1",81.185508608
"101_00713","101007131","10100713102","1","1","040701","1",2,"2",2,"07","05","2",4,130,"6","1","6","1","6","6","6","4","01","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","1","6","3",1500,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",75,"2","1","-1","2","15","51","02","3","6","6","1","6","6","6","-1","-1","4","-1","-1","-1",46.021273054
"101_00717","101007171","10100717101","1","1","040701","1",2,"2",2,"07","02","2",5,100,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","1","6","3",2000,"1","6","6","6","6","1","1","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",78,"2","1","-1","2","15","48","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",60.497559352
"101_00718","101007181","10100718101","1","1","040701","1",1,"1",1,"02","02","2",6,100,"6","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","1","6","3",1000,"1","6","6","6","6","1","1","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",81,"3","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",105.94095042
"101_00722","101007221","10100722101","1","1","040701","1",2,"2",2,"07","04","2",5,200,"6","6","6","6","6","6","6","3","02","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","1","6","3",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",70,"2","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",78.737525189
"101_00723","101007231","10100723101","1","1","040701","1",3,"3",3,"05","-8","1",8,150,"1","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","0","1","0","6","6","1","6","6","1","6","3",3000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",76,"2","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","-8","-1","-1","-1",88.702846001
"101_00724","101007241","10100724101","1","1","040701","1",4,"4",2,"04","05","2",5,180,"6","6","6","6","6","6","6","1","03","1","1","6","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","4",3000,"6","6","6","6","6","6","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",42,"1","1","-1","1","-1","-1","08","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",75.225607376
"101_00725","101007251","10100725101","1","1","040701","1",1,"1",1,"02","02","2",7,150,"6","6","1","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","1","6","3",1000,"1","6","6","6","6","6","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",83,"3","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",105.94095042
"101_00727","101007271","10100727101","1","1","040701","1",1,"1",1,"02","02","2",4,100,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","1","6","3",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",81,"1","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",105.94095042
"101_00731","101007311","10100731101","1","1","040701","1",2,"2",2,"06","05","2",4,90,"6","6","6","6","6","6","6","3","03","1","1","6","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","5",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",29,"1","1","-1","2","15","20","08","1","1","6","6","6","6","6","4","-1","-1","-1","-1","-1",96.490276035
"101_00736","101007361","10100736101","1","1","040701","1",5,"5",2,"04","-8","2",5,200,"6","6","1","1","6","6","6","1","-8","1","1","6","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",3000,"1","6","6","6","6","1","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",37,"2","1","-1","2","7","24","08","1","1","6","6","6","6","6","-8","-1","-1","-1","-1","-1",57.043593918
"101_00738","101007381","10100738101","1","1","040701","1",5,"5",4,"99","04","2",10,438,"6","6","6","6","6","6","6","2","-1","1","6","1","6","6","6","1","1","-1","1","0","0","1","-1","-1","-1","-1","-1","-1","4",3000,"6","6","6","6","6","6","1","1","6","1","1","6","6","6","1","-1","-1","-1","6","-1","6","-1","2",73,"2","1","-1","1","-1","-1","03","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",7.6192857143
"101_00739","101007391","10100739101","1","1","040701","1",4,"4",2,"04","04","2",5,110,"6","6","6","6","6","6","6","2","-1","1","6","1","6","6","6","1","1","-1","1","1","0","1","-1","-1","-1","-1","-1","-1","3",3000,"1","6","6","6","6","6","6","1","6","1","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",29,"2","3","343","3","343","10","04","1","1","6","6","6","6","6","-8","-1","-1","-1","-1","-1",46.296530174
"101_00740","101007401","10100740101","1","1","040701","1",2,"2",2,"07","03","1",5,150,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","1","-1","0","1","0","1","-1","-1","-1","-1","-1","-1","3",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",66,"2","3","110","3","110","40","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",58.805417883
"101_00802","101008021","10100802101","1","1","040701","1",1,"1",1,"02","-8","2",4,100,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","4",1000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","1",84,"3","1","-1","1","-1","-1","02","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",152.07880307
"101_00803","101008031","10100803101","1","1","040701","1",3,"3",3,"99","04","2",12,300,"6","6","6","6","6","6","6","2","-1","1","1","6","6","6","6","1","6","1","-1","-1","-1","6","6","1","6","6","6","6","4",2000,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","-1","-1","-1","-1","6","-1","6","-1","2",66,"2","1","-1","1","-1","-1","04","3","6","6","1","6","6","6","-1","-1","3","-1","-1","-1",20.432999305
